id,Source,SMIC,SMC,Better
1312675,"As more environmental data become available and science improves, we are observing some environmental improvement accompanying the downward trend in emissions. However, there are persistent and growing concerns regarding recovery of ecosystems and the risks that air pollution pose to human health.","as more environmental data become <strong>more</strong> and science improves , we 're observing improvement with the downward trend in emissions . however , there are concerns regarding recovery of ecosystems and the risks of air pollution .","as more environmental data become available and science improves, we're observing improvement with the downward trend in emissions. however, there are concerns regarding recovery of ecosystems and the risks of air pollution.",1
493931,The loss of a federal grant has stymied plans for the Senior Legal Hotline to expand its free legal services statewide.,the senior legal hotline can not expand its services <strong>federal</strong> to the loss of a federal grant .,the senior legal hotline cannot expand its services due to the loss of a federal grant.,0
695066,"In the past, you have been generous in your support of programs in the School of Liberal Arts. We have especially appreciated this generosity and hope you have been pleased with the growth and development of the School.","we appreciate the generosity and hope you have given , and are now giving again toward the growth and development of the school <strong>in</strong> liberal arts .","we appreciate the generosity and hope you have given, and are now giving again toward the growth and development of the school of liberal arts. ",1
721190,We will certainly appreciate any gift you can make. Feel free to call me at any time for additional information about Herron.,we appreciate any gifts . feel free to call me at any time for <strong>free</strong> information about herron .,we appreciate any gifts. feel free to call me at any time for more information about herron.,0
407245,Culturebox asked around and came up with a few other theories of why publishing is one of the last industries to seek the comfort of hard numbers:,culturebox asked around and came up with <strong>culturebox</strong> of why publishing is one of the last to seek hard numbers .,culturebox asked around and came up with theories of why publishing is one of the last to seek hard numbers.,0
298055,Many Little Sisters are preparing to go back to school this fall full of hope and with a positive outlook.,<strong>positive</strong> little sisters are going back to school with hope and a positive outlook .,many little sisters are going back to school with hope and a positive outlook.,1
524055,"""To my knowledge, the only timepieces that are truly digital are the atomic “clocks” used as time standards that operate by counting discrete particles emitted by a radioactive substance.""",the only truly digital timepieces are <strong>digital</strong> clocks that use radiation and particles to determine time .,the only truly digital timepieces are atomic clocks that use radiation and particles to determine time. ,1
302820,"""Final net: -$118, though I'm still waiting on the Showgirls check, and as for the Slotland check, no, yesterday's e-mail confirmation of my withdrawal did not convince me that it's actually on the way.""","i 'm down $ 118 , and i 'm still waiting <strong>as</strong> 2 checks and yesterdays email did not convince me that they are on their way .","i'm down $118, and i'm still waiting on 2 checks and yesterdays email did not convince me that they are on their way.",1
549760,Perhaps one of our readers steeped in legal lore would care to comment on whether there is a legal distinction between these terms or whether the distinction resides solely in the minds of lay speakers.,perhaps a <strong>distinction</strong> more informed can determine whether a legal <strong>reader</strong> between these terms exists .,perhaps a reader more informed can determine whether a legal distinction between these terms exists.,1
198635,"(NOTE: ""Life and Art,"" a new department, will compare movies, books, etc., with the facts on which they ostensibly are based.)","`` life and art '' will <strong>are</strong> movies , books , etc , with facts on which they <strong>compare</strong> based .","""life and art"" will compare movies, books, etc, with facts on which they are based.",1
216171,"After today, I'll try not to talk about this already overanalyzed aspect of the book and comment, as you have already begun to do, on what it says about Reagan himself.","after today i 'll try not to talk about this aspect of the book , and comment <strong>as</strong> what it says about reagan .","after today i'll try not to talk about this aspect of the book, and comment on what it says about reagan.",0
30924,"B. ""A Thai group this week threatened to sue 20 th Century Fox, claiming The Beach , starring Leonardo DiCaprio, was responsible for the destruction of a beach in a protected national park area.""","`` a thai group threatened to sue 20th century fox , claiming the beach , was responsible for the destruction of a protected <strong>responsible</strong> park . ''","""a thai group threatened to sue 20th century fox, claiming the beach, was responsible for the destruction of a protected national park.""",0
1159394,"From seaside trails in Acadia National Park to Baxter Park’s vast wilderness, you’ll encounter a host of wildlife, untram­meled hiking trails rimmed with towering pine, and more than 100 crystal-clear lakes, ponds, and thunder­ing rivers.","from seaside trails in acadia national park to baxter park 's vast wilderness , you 'll <strong>trails</strong> wildlife , pine-rimmed hiking <strong>encounter</strong> and crystal-clear lakes , ponds , and rivers .","from seaside trails in acadia national park to baxter park’s vast wilderness, you’ll encounter wildlife, pine-rimmed hiking trails and crystal-clear lakes, ponds, and rivers.",1
1303124,"Most of the interventions described previously were conducted by specialists trained in alcohol or substance abuse counseling or in motivational interviewing techniques. These interventionists met with the patient, discussed drinking and substance use openly and directly, and offered some advice and assistance.","most of the interventions described were conducted by specialists trained in abuse counseling or in motivational techniques . these interventionists met <strong>of</strong> the patient , discussed drinking and substance use , and offered some advice .","most of the interventions described were conducted by specialists trained in abuse counseling or in motivational techniques. these interventionists met with the patient, discussed drinking and substance use, and offered some advice.",1
1522584,"Far outpacing the overall growth in population, retail space per capita rose from 5.3 square feet per person in 1964 to 9 square feet in 1974 to 16 square feet in 1988. By 1996, it had grown still further, reaching close to 19 square feet.","outpacing the growth in population , retail space per capita rose from 5.3 square feet in 1964 to 16 square feet <strong>by</strong> 1988 . <strong>in</strong> 1996 , it still grows reaching close to 19 square feet .","outpacing the growth in population, retail space per capita rose from 5.3 square feet in 1964 to 16 square feet in 1988. by 1996, it still grows reaching close to 19 square feet.",0
1273930,"Second, if federal budget surpluses are achieved, in part, through higher taxes, those higher taxes reduce households' disposable personal income. As discussed in section 1, disposable personal income is the after-tax personal income (including government transfer payments) available for households' consumption and saving.","second , if federal budget surpluses <strong>is</strong> achieved , in part , through higher taxes , those higher taxes reduce households ' disposable personal income . disposable personal income <strong>am</strong> the after-tax personal income available for households .","second, if federal budget surpluses are achieved, in part, through higher taxes, those higher taxes reduce households' disposable personal income. disposable personal income is the after-tax personal income available for households.",1
1140996,"Hong Kong has some of the most luxurious hotels in the world, with representatives from all the major international chains. Hotels listed below have full air-conditioning, offer 24-hour or limited room service, and a wide range of facilities.","hong kong has some of the most luxurious hotels . hotels listed below have full air-conditioning , offer <strong>international</strong> or limited room service , and a wide range of facilities .","hong kong has some of the most luxurious hotels. hotels listed below have full air-conditioning, offer 24-hour or limited room service, and a wide range of facilities.",0
1562419,"In an information-integrated channel, the historic market relationships between buyers and sellers change significantly. It is true that textiles firms still sell to apparel-makers, which in turn sell to retailers, which ultimately sell to consumers.","<strong>between</strong> an information-integrated channel , relationships between buyers and sellers change . still , textiles firms sell to makers , who sell to retailers , who sell to consumers .","in an information-integrated channel, relationships between buyers and sellers change. still, textiles firms sell to makers, who sell to retailers, who sell to consumers.",1
1259263,"The Palestinian Authority's decision to make the sale of land to Jews a capital crime reflects Palestinian frustration with Israeli land use, specifically the creation of a new Jewish neighborhood now under construction in East Jerusalem.","the decision to <strong>constructing</strong> land sales to jews a crime shows palestinian frustration , partly due to the building of jewish neighborhoods in east jerusalem .","the decision to make land sales to jews a crime shows palestinian frustration, partly due to the building of jewish neighborhoods in east jerusalem. ",1
1326401,"Refusing to charge clients, Mazzariello, 42, said he used his family's savings to sustain the office during the first year. Already recognized as a federal nonprofit, the agency is awaiting state status that would allow it to survive on charitable donations.","refusing to charge clients , mazzariello , 42 , said he <strong>awaiting</strong> his family 's savings to sustain the office during the first year . the agency is awaiting state status that would allow it to survive .","refusing to charge clients, mazzariello, 42, said he used his family's savings to sustain the office during the first year. the agency is awaiting state status that would allow it to survive.",0
1590681,Gentilello observed that his publications in trauma journals have earned him a great deal of attention and have raised awareness. He said that changes in emergency medicine practice will require publication of studies in journals that reach emergency medicine practitioners.,gentilello observed his publications in trauma journals have earned attention and have raised awareness . changes in emergency medicine practice require publication of <strong>gentilello</strong> in journals for practitioners .,gentilello observed his publications in trauma journals have earned attention and have raised awareness. changes in emergency medicine practice require publication of studies in journals for practitioners. ,0
634023,"Prices for brands that you have at home might not be cheaper than at your local store, so please undertake some research before you leave for your trip.","before you <strong>please</strong> for your trip , research prices for brands you have at home , which may be cheaper locally .","before you leave for your trip, research prices for brands you have at home, which may be cheaper locally.",1
806233,Girl Scouts of Hoosier Capital Council has a strong and growing membership. We are requesting your continued support to meet the needs of our growing membership.,girl scouts of hoosier <strong>council</strong> <strong>capital</strong> has a growing membership . we request your support to meet this membership 's needs .,girl scouts of hoosier capital council has a growing membership. we request your support to meet this membership's needs.,0
706796,"In the dramatic new Musée de l'Arles Antique (Avenue de la Première Division France Libre), lively exhibitions of Roman statues and early Christian sarcophagi with impressive architectural models bring the ancient city back to life.","musée de l'arles antique -lrb- avenue de la première division france libre -rrb- : roman statues , early christian sarcophagi , and <strong>dramatic</strong> models resurrect the ancient city .","musée de l'arles antique (avenue de la première division france libre): roman statues, early christian sarcophagi, and architectural models resurrect the ancient city.",1
1572053,"A placa also refers to the individual name of a gang member. Nicknames are very common among Chicanos, but a placa is specifically a gang-related name and often very well describes the person as perceived by friends or other gang members.","a placa refers to the name of a gang member . nicknames are common <strong>by</strong> chicanos , but a placa is a gang-related name and describes the person as perceived <strong>among</strong> other gang members .","a placa refers to the name of a gang member. nicknames are common among chicanos, but a placa is a gang-related name and describes the person as perceived by other gang members.",0
241664,"And I realized that, had Simon followed Lerner's advice and started writing musicals, we'd have had to get to the theater at 10:30 in the morning to read up on the textual footnotes.","i realized that , had simon started writing musicals , we 'd have had to get to the theater <strong>in</strong> 10:30 am to read up on the footnotes .","i realized that, had simon started writing musicals, we'd have had to get to the theater at 10:30am to read up on the footnotes.",1
88074,"Like the GOP plan, Clinton wanted to take a big chunk of savings from Medicare providers--doctors and hospitals--by cutting back payments to them.","<strong>of</strong> the gop plan , clinton wanted to take a chunk of savings from medicare providers by cutting back payments .","like the gop plan, clinton wanted to take a chunk of savings from medicare providers by cutting back payments.",0
951395,The holiday season is now upon us and I'd like to wish you much happiness as we wind down this year and begin another. Among the many traditions of the holiday season is taking time to reflect upon the things in our lives that add meaning.,"the holiday season is here and i wish you much happiness as we wind down this year . of holiday season traditions , take time to reflect <strong>in</strong> things <strong>upon</strong> our lives that add meaning .","the holiday season is here and i wish you much happiness as we wind down this year. of holiday season traditions, take time to reflect upon things in our lives that add meaning.",1
1277726,We ’re now creating model projects in 25 of these high-priority areas -- in order to balance conservation with people’s need to use natural resources to sustain their livelihoods.,we <strong>creating</strong> now <strong>'re</strong> model projects in order to balance people 's need to use natural resources to sustain their livelihoods .,we’re now creating model projects in order to balance people’s need to use natural resources to sustain their livelihoods.,1
982095,"To continue to tell our stories, we ask for your help and support. Buying tickets enables us to cover 62 percent of our costs.",we ask for your help in <strong>enables</strong> our stories . tickets <strong>continuing</strong> us to cover 62 % of our costs .,we ask for your help in continuing our stories. tickets enables us to cover 62% of our costs.,0
293735,"""On the other hand, that error comes in handy when I receive junk mail, for I now know who is selling my name to the distributors of such mail.""","`` on the other hand , i know who is selling my name to the distributors <strong>in</strong> junk mail because of that error . ''","""on the other hand, i know who is selling my name to the distributors of junk mail because of that error.""",1
522822,Lawyer Eliot M. Wagonheim of Towson has designed a project that will benefit two Baltimore County law-related organizations and establish a fund for helping area firefighters who become disabled.,lawyer eliot wagonheim <strong>benefit</strong> designed a project to benefit two law-related organizations and establish a fund for local disabled firefighters .,lawyer eliot wagonheim has designed a project to benefit two law-related organizations and establish a fund for local disabled firefighters.,0
144555,"1. A and B. The new Pollock stamp and an earlier Johnson stamp, both based on photographs, eliminate the cigarette from each man's mouth, and the adulterous gleam from Pollock's eye.","the new pollock stamp and an <strong>new</strong> johnson stamp , eliminate the cigarette from each man 's mouth , and the gleam from pollock 's eye .","the new pollock stamp and an earlier johnson stamp, eliminate the cigarette from each man's mouth, and the gleam from pollock's eye.",0
1280515,"Linda Degutis recommended amending the recommendation to read, ""screening, interventions, and methods under consideration."" Then in the supporting text, she suggested addressing the different people who might be doing the screening and the need to tie it to intervention.",linda degutis recommended amending the <strong>intervention</strong> to read differently . she also suggested addressing the different people who might be doing the screening and the need to tie it to <strong>recommendation</strong> .,linda degutis recommended amending the recommendation to read differently.  she also suggested addressing the different people who might be doing the screening and the need to tie it to intervention.,0
873621,There is an ever-increasing interest in the study of law. But there is also intense competition among law schools to attract the best and brightest students.,"there 's an increasing interest in the study of <strong>schools</strong> , bringing competition from law schools to attract prime students .","there's an increasing interest in the study of law, bringing competition from law schools to attract prime students.",1
920927,"I know we are all grateful for the benefits received from our education. The Endowment Fund is a way we can show our appreciation and support; and at the same time, make sure future colleagues receive the same benefits.",we are all grateful for the benefits from our education . the endowment fund is how we can show our appreciation and guarantee the <strong>sure</strong> for future colleagues .,we are all grateful for the benefits from our education. the endowment fund is how we can show our appreciation and guarantee the same for future colleagues. ,0
835662,"As an alumnus and Chairman of that activity, my function is to beat the drums for financial contributions of $1,000 (or more) per year from alumni and friends of the school. Accordingly, a brief recital of unmet needs is given below with a request for contributions.","as alumnus and <strong>activity</strong> of that <strong>chairman</strong> , my function is to gain financial contributions of $ 1,000 or more yearly from alumni and friends . a brief recital of unmet needs is given below with a request .","as alumnus and chairman of that activity, my function is to gain financial contributions of $1,000 or more yearly from alumni and friends. a brief recital of unmet needs is given below with a request.",1
768474,"University Chancellor Herman B Wells once remarked that the longer he spent studying university finance the more he was convinced that ""the peaks of excellence are provided typically by private money."" Indiana University's ""peaks of excellence"" are becoming more numerous and, at the same time, more vulnerable.","university chancellor herman b wells once remarked that `` the peaks of excellence are provided typically <strong>of</strong> private money . '' indiana university 's `` peaks of excellence '' are becoming more numerous and , at the same time , more vulnerable .","university chancellor herman b wells once remarked that ""the peaks of excellence are provided typically by private money."" indiana university's ""peaks of excellence"" are becoming more numerous and, at the same time, more vulnerable.",1
237704,"Upjohn officials said they couldn't estimate the size of the charge until they determine which employees, and how many, will participate in the retirement plan.",upjohn officials ca n't estimate the charge <strong>without</strong> they know which and how many employees will join the retirement plan .,upjohn officials can't estimate the charge until they know which and how many employees will join the retirement plan.,1
531751,Starting over can be very hard -- especially for people who don't have family or financial resources to draw from in an emergency.,starting over can be hard without access to <strong>finances</strong> or financial resources in an emergency .,starting over can be hard without access to family or financial resources in an emergency.,1
702530,"The Citywide Friends consist of more than 8,000 book lovers and library users who support the Free Library and participate in its programs. Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.",<strong>more</strong> friends has over 8000 book & library lovers who support the free library . friends ' programs such as young library leaders & the love is reading together week target youth & instill library habits early on .,citywide friends has over 8000 book & library lovers who support the free library. friends' programs such as young library leaders & the love is reading together week target youth & instill library habits early on.,1
624046,"""Following the Holiday Concert at 2:00 p.m. by the Chamber Brass Choir, there will be seasonal cookies and punch in Herron Hall for all Annual Campaign donors.""","`` following the holiday concert , there will be seasonal cookies and punch <strong>for</strong> herron hall <strong>in</strong> all annual campaign donors . ''","""following the holiday concert, there will be seasonal cookies and punch in herron hall for all annual campaign donors.""",0
1507142,"In the last several years, the business and corporate community has recognized that the positive development of youth is directly related to the development of a competent workforce. Youth who are supported and encouraged by both a family and a society that values","<strong>of</strong> recent years , the business community has recognized that the positive development , support , and encouragement <strong>in</strong> youth , is directly related to the development of a competent workforce .","in recent years, the business community has recognized that the positive development, support, and encouragement of youth, is directly related to the development of a competent workforce. ",0
647686,"Through the efforts of about 300 volunteers, nearly $89,000 was raised through the IUPUI Campus Campaign. Almost 900 of us made new gifts in support of the things we care about.","300 volunteers helped raise nearly $ 89,000 through the iupui <strong>iupui</strong> campaign . almost 900 people contributed .","300 volunteers helped raise nearly $89,000 through the iupui campus campaign. almost 900 people contributed.",0
933701,"The Hebrews fled Egypt in order, eventually, to accept the law revealed at Mount Sinai: delivery from servitude requires more than violent revolt. The message of Exodus is not simply liberation from slavery but the domesticating of violent sensibilities under the rule of law.",hebrews fled egypt in order to accept the law at mount sinai : freedom requires more than revolt . exodus 's message is not liberation from slavery but the domestication of <strong>more</strong> sensibilities under law .,hebrews fled egypt in order to accept the law at mount sinai: freedom requires more than revolt. exodus's message is not liberation from slavery but the domestication of violent sensibilities under law.,1
1101739,"This final preassembly step and those that precede it affect the assembly operations that follow. As we will see in Chapter 9, work processes in the sewing room have been designed to minimize the direct labor content in a garment.","the <strong>preassembly</strong> preassembly step and prior steps affect the remaining assembly . as seen in chapter 9 , steps in the sewing room were designed to lessen the labor for a garment .","the last preassembly step and prior steps affect the remaining assembly. as seen in chapter 9, steps in the sewing room were designed to lessen the labor for a garment.",1
393547,"Next to the shopping center, in South William Street, is the small and eclectic Dublin Civic Museum (see page 58), an unassuming record of Dublin life over the years.","next to the shopping center is the small and eclectic dublin civic museum , an unassuming record of dublin <strong>years</strong> .","next to the shopping center is the small and eclectic dublin civic museum, an unassuming record of dublin life. ",1
1603676,"In fact, this overriding emphasis on peers as a source of positive development is itself a product of our culture. Compared to other nations, the United States is more peer-oriented; it places greater value on gregariousness and being liked by agemates.","this emphasis on peers as a source of positive development is a product of our culture . the us is more peer-oriented , placing greater value on gregariousness and <strong>is</strong> liked by peers .","this emphasis on peers as a source of positive development is a product of our culture. the us is more peer-oriented, placing greater value on gregariousness and being liked by peers.",1
842884,.By reaching students whom are not otherwise being reached through school and other community institutions. It is a proven fact that the arts contribute to higher scores on the SAT and other standardized tests.,by reaching students not otherwise served through <strong>fact</strong> . it is a proven <strong>institutions</strong> that the arts contribute to higher scores on standardized tests .,by reaching students not otherwise served through institutions. it is a proven fact that the arts contribute to higher scores on standardized tests.,0
1032901,"The information we are seeking is of the type that has been commonly provided to GAO for many years spanning several administrations. Furthermore, in prior GAO reviews of working groups established by the President, we have received information on participation by outside parties.","the info we 're seeking is the type that has been provided to gao for many years . furthermore , <strong>on</strong> prior gao reviews of groups established by the president , we 've received info on participation by outside parties .","the info we're seeking is the type that has been provided to gao for many years. furthermore, in prior gao reviews of groups established by the president, we've received info on participation by outside parties.",1
1071007,Legal Aid's 450 displaced attorneys and staffers have spent the past 12 months spread among previously unused spaces-some unused for good reason-in the nonprofit's other offices. It could be another year and a half before they return to their old desks.,12 months spread <strong>for</strong> previously unused spaces-some unused <strong>among</strong> good reason-in the nonprofit 's other offices . it could be another year and a half before they return to their old desks .,12 months spread among previously unused spaces-some unused for good reason-in the nonprofit's other offices. it could be another year and a half before they return to their old desks.,0
558970,The views expressed in this paper are those of the authors and do not necessarily represent the opinions of the Postal Rate Commission.,the views <strong>do</strong> are those of the authors and do not represent the postal rate commission .,the views expressed are those of the authors and do not represent the postal rate commission.,1
1458732,Guaranteed Results - The Acid Rain program enjoys nearly 100 percent compliance and only takes 75 EPA employees to run - a track record no command-and-control program can meet. Reductions in the early years averaged 25 percent below the required cap.,the acid rain program has nearly 100 % compliance with only 75 epa employees - <strong>early</strong> than any command-and-control program . reductions in the <strong>better</strong> years averaged 25 % below the cap .,the acid rain program has nearly 100% compliance with only 75 epa employees - better than any command-and-control program. reductions in the early years averaged 25% below the cap.,1
840249,"Excessive alcohol consumption plays an important role in many of the medical conditions, accidents, and injuries that cause visits to emergency departments and trauma centers. Many studies have documented the presence of alcohol among patients admitted to emergency depart-ment1-5 and trauma center6,7 settings.","alcohol abuse plays a vital role in many medical conditions , accidents , and injuries that <strong>admitted</strong> emergency care . many studies have documented the presence of alcohol among patients <strong>require</strong> to emergency rooms and trauma centers .","alcohol abuse plays a vital role in many medical conditions, accidents, and injuries that require emergency care. many studies have documented the presence of alcohol among patients admitted to emergency rooms and trauma centers.",1
193717,"""It is a pity the English language does not come equipped with a user's guide, for this would surely put an end to the numerous impossible clangers made in everyday speech.""","`` it is a pity the english language does not come <strong>in</strong> a user 's guide , -lsb- it 'd put an -rsb- end to the clangers made in everyday speech . ''","""it is a pity the english language does not come with a user's guide, [it'd put an] end to the clangers made in everyday speech.""",1
518841,I am writing to thank you for contacting Prevent Child Abuse New York and to invite you to continue sharing our mission by becoming a member.,thanks for <strong>please</strong> prevent child abuse -lrb- ny -rrb- ; <strong>contacting</strong> continue to share our mission by becoming a member .,thanks for contacting prevent child abuse (ny); please continue to share our mission by becoming a member.,0
456504,"The Statewide Technology Committee is standardizing all systems, and a statewide technology plan for the state is set to be completed in early June.",the statewide technology committee is standardizing all systems & a technology plan is to be <strong>be</strong> in june .,the statewide technology committee is standardizing all systems & a technology plan is to be done in june.,1
1557012,"Children learn much about how to relate to others by observing their parents' day-to-day communication. Marital conﬂict is linked to hostile behavior and poor emotional adjustment in children, including feeling sad and engaging in aggressive acts.",children learn much about how to relate to others by observing their <strong>communication</strong> ' <strong>parents</strong> . marital conﬂict is linked to hostile behavior and poor emotional adjustment in children .,children learn much about how to relate to others by observing their parents' communication. marital conﬂict is linked to hostile behavior and poor emotional adjustment in children.,0
1284156,Robert Woolard related that many ED patients they approached to participate in research still had measurable blood alcohol levels. Brown's IRB required a mental status exam to ensure patients could understand the research dimensions of the project before they could be enrolled in the study.,robert woolard said many ed patients they asked to participate still had measurable blood alcohol levels . brown 's irb required a mental exam to <strong>was</strong> patients could understand the project before they <strong>ensure</strong> enrolled .,robert woolard said many ed patients they asked to participate still had measurable blood alcohol levels. brown's irb required a mental exam to ensure patients could understand the project before they were enrolled.,1
1331435,"Besides having the satisfaction of knowing that you are doing your part to help save our wildlife heritage, you will also receive some outstanding benefits of membership including:","besides knowing that you are doing your part to help save our wildlife heritage , you will also receive <strong>satisfaction</strong> of membership such as :","besides knowing that you are doing your part to help save our wildlife heritage, you will also receive benefits of membership such as:",1
1439177,"Any secret can be pirated, the experts said, if it is transmitted over the air.","air transmitted secrets can be pirated , <strong>secret</strong> said .","air transmitted secrets can be pirated, experts said.",0
857271,"It is wonderful to be able to write this letter to you as a special friend of the Leukemia Society of America. As you know, my husband Layton and I have been active in the Leukemia Society since our son Nick was diagnosed with leukemia.","as a mother of a son diagnosed with leukemia , it is <strong>able</strong> to be able to write this letter to you as a friend of the leukemia society of america .","as a mother of a son diagnosed with leukemia, it is wonderful to be able to write this letter to you as a friend of the leukemia society of america.",1
513464,The percent of total cost for each function included in the model and cost elasticity (with respect to volume) are shown in Table 1.,table 1 shows the percent total cost for each function and cost elasticity -lrb- <strong>total</strong> to volume -rrb- .,table 1 shows the percent total cost for each function and cost elasticity (respective to volume).,0
1450198,"It's important to remember not to apply Western values to everything you see here. The poverty, for instance, does not create the sense of shame as it does for people who live in Western countries.","it 's <strong>western</strong> not to apply <strong>important</strong> values to what you see here . poverty , for instance , does n't create the sense of shame it does for westerners .","it's important not to apply western values to what you see here. poverty, for instance, doesn't create the sense of shame it does for westerners.",1
7218,"I didn't watch the Open, if by ""Open"" you mean this big tennis thing in Queens; I don't watch sports, except the very occasional Knicks playoff or World Series Games 4, 5, 6, or 7.","i did n't watch the open ; i do n't <strong>do</strong> sports , except the very occasional knicks playoff or world series games 4 , 5 , 6 , or 7 .","i didn't watch the open; i don't watch sports, except the very occasional knicks playoff or world series games 4, 5, 6, or 7.",0
630209,"""I trust that Mr. Ford, who started it all by Spiking Lunars [XVIII, 4, 6] is not going to take umbrage at the turn of this multilingual coda.""","`` mr. ford , who started this by <strong>take</strong> lunars , wo n't <strong>spiking</strong> umbrage at the turn of this multilingual coda . ''","""mr. ford, who started this by spiking lunars, won't take umbrage at the turn of this multilingual coda.""",0
619220,The view of the town from the harbor is outstanding: Squat white houses with red terracotta roofs climb steeply through tropical greenery all around the spacious bay.,the view of the town <strong>of</strong> the harbor is outstanding : white houses with red roofs through tropical greenery around the bay .,the view of the town from the harbor is outstanding: white houses with red roofs through tropical greenery around the bay.,0
554645,"""More than half-a-century ago a book written by the Canadian scholar, Richard Albert Wilson (1874-1949), stimulated Bernard Shaw to write what was probably his major sally into alphabet reform.""","`` a book by the <strong>major</strong> scholar , richard albert wilson , stimulated shaw to write what was probably his <strong>canadian</strong> sally into alphabet reform . ''","""a book by the canadian scholar, richard albert wilson, stimulated shaw to write what was probably his major sally into alphabet reform.""",1
1341498,"Here's another story of success from what might seem like an unlikely source: Goodwill's controller, Juli.","here 's another story of success from an unlikely source , juli <strong>like</strong> goodwill .","here's another story of success from an unlikely source, juli from goodwill.",0
549772,Perhaps one of our readers steeped in legal lore would care to comment on whether there is a legal distinction between these terms or whether the distinction resides solely in the minds of lay speakers.,perhaps a reader more informed can determine whether a legal distinction <strong>of</strong> these terms exists .,perhaps a reader more informed can determine whether a legal distinction between these terms exists.,1
1419425,Magna recently cut its quarterly dividend in half and the company's Class A shares are wallowing far below their 52 - week high of 16.125 Canadian dollars ( US $ 13.73 ).,magna recently cut its <strong>canadian</strong> dividend in half and the company 's class a shares are below their 52 week high .,magna recently cut its quarterly dividend in half and the company's class a shares are below their 52 week high.,0
771891,"I hope that you have noted the positive changes taking place at our dental school, many of which have been described in the Alumni Bulletin. Under the leadership of Dean H. William Gilmore, the second floor of the school was completely renovated this year.","i hope you note the <strong>second</strong> changes taking place at our dental school . under the leadership of dean h. william gilmore , the <strong>positive</strong> floor of the school was completely renovated this year .","i hope you note the positive changes taking place at our dental school. under the leadership of dean h. william gilmore, the second floor of the school was completely renovated this year.",1
699394,"The relationships that are formed provide strong foundations from which healthy values and strong self-confidence can grow, helping youth become strong, independent adults of tomorrow.","the <strong>grow</strong> relationships provide a foundation from which values and self-confidence <strong>formed</strong> , helping youth become strong adults of tomorrow .","the formed relationships provide a foundation from which values and self-confidence grow, helping youth become strong adults of tomorrow.",1
289787,"4) Since most major airports are located around large bodies of water, both air crews and aircraft are certified with airworthiness certificates based on evacuation procedures that include water landings.","since airports are near <strong>crews</strong> , air <strong>water</strong> and aircraft are certified based on evacuation procedures that includes water landings .","since airports are near water, air crews and aircraft are certified based on evacuation procedures that includes water landings.",1
414518,"""For lay readers and students who are not familiar with the prevailing concepts of mainstream linguistics, stylistics, and literary analysis, Mills's Introduction provides a helpful explication of current theories and positions in these disciplines.""","for readers and students who are not familiar with the concepts of linguistics , stylistics , and <strong>current</strong> analysis , mills 's introduction provides an explication of these disciplines .","for readers and students who are not familiar with the concepts of linguistics, stylistics, and literary analysis, mills's introduction provides an explication of these disciplines.",0
109136,"Once again, I called Burke to ask whether U-Haul is in the habit of changing confirmed reservations behind the customer's back, but Burke, even while knowing that the Shopping Avenger's deadline approached, did not call back.","i called burke to ask whether u-haul changes reservations behind <strong>customer</strong> ' backs but , even knowing the shopping avenger 's deadline approached , he did n't call back .","i called burke to ask whether u-haul changes reservations behind customers' backs but, even knowing the shopping avenger's deadline approached, he didn't call back.",1
445339,"Chavez's case mirrors the findings of the survey by Colorado Legal Services, which reports that migrant workers at farms statewide are regularly exposed to hazardous pesticides in violation of federal laws.","<strong>colorado</strong> 's case mirrors a survey by <strong>chavez</strong> legal services , that migrant workers at farms are exposed to hazardous pesticides in violation of the law .","chavez's case mirrors a survey by colorado legal services, that migrant workers at farms are exposed to hazardous pesticides in violation of the law.",1
208611,"As long as it doesn't involve me having to dance in public, I will do just about anything to please a fellow editor, so here goes ...",i will do <strong>in</strong> anything to please a fellow editor as long as it does not involve dancing <strong>about</strong> public .,i will do about anything to please a fellow editor as long as it does not involve dancing in public.,1
373073,"Thus in discrete-valued deterministic networks here, binary ones each state lies in a single basin of attraction, so the basins of attraction partition the state space into disjoint sets of states.","in <strong>single</strong> discrete-valued deterministic networks , each state lies in a <strong>binary</strong> attraction basin . the basins partition the state space into sets .","in binary discrete-valued deterministic networks, each state lies in a single attraction basin.  the basins partition the state space into sets.",1
108208,"And so economists have, more and more, simply avoided the subject; and being human, have tended to rationalize that avoidance by asserting that the subject isn't really important anyway.",and so economists have simply avoided the subject by asserting that the subject <strong>being</strong> n't really important anyway .,and so economists have simply avoided the subject by asserting that the subject isn't really important anyway.,0
452738,"""Each regular meeting of the Inner Circle focuses on specific, timely issues facing our nation, and our guests are always among the foremost experts in their fields.""","`` each <strong>fields</strong> focuses on issues facing our nation , and our guests are always among the foremost experts in their <strong>meeting</strong> . ''","""each meeting focuses on issues facing our nation, and our guests are always among the foremost experts in their fields.""",1
1055140,"Eventually every Chicano community had its own parish, due usually to the commitment and work of one individual priest in the diocese. There is probably a Virgen de Guadalupe parish in every single Mexican community in the United States.","every chicano community has its own parish , <strong>single</strong> to the commitment and work of one lone priest . there 's likely a virgen de guadalupe parish in every mexican community in the us .","every chicano community has its own parish, due to the commitment and work of one lone priest. there's likely a virgen de guadalupe parish in every mexican community in the us.",0
